0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0.009600000000000001,0.009899999999999999,0.009899999999999999,0.012,0.012,0.0135,0.0133,0.0146,0.016300000000000002,0.019700000000000002,0.021900000000000003,0.0271,0.039099999999999996,0.0438,0.0529,0.065,0.06920000000000001,0.046700000000000005,0.0346
0.0174,0.3818,0.0148,0.019,0.0174,0.0171,0.0205,0.020200000000000003,0.022400000000000003,0.020499999999999997,0.0258,0.028700000000000003,0.0297,0.0349,0.0385,0.0358,0.0258,0.0070999999999999995,0.0167
0.018500000000000003,0.37579999999999997,0.020999999999999998,0.0191,0.020200000000000003,0.020499999999999997,0.0194,0.0203,0.0223,0.0238,0.023,0.0217,0.023600000000000003,0.0217,0.0223,0.0175,0.010599999999999998,0.002,0.0015
0.0175,0.0148,0.0174,0.0162,0.017099999999999997,0.018,0.0184,0.015600000000000001,0.0168,0.0166,0.0162,0.0173,0.016,0.016300000000000002,0.015300000000000001,0.0079,0.0025,0.0013,0.001
0.0129,0.0156,0.013600000000000001,0.0168,0.0125,0.013000000000000001,0.0121,0.0098,0.0116,0.0132,0.0107,0.0103,0.0097,0.0111,0.0078000000000000005,0.0089,0.0056,0.0002,0.001
0.010100000000000001,0.009500000000000001,0.011099999999999999,0.0085,0.0086,0.0091,0.011300000000000001,0.0093,0.008,0.0102,0.0087,0.0109,0.007,0.0077,0.0053,0.0045000000000000005,0.0025,0.0003,0.0002
0.0054,0.0076,0.3639,0.0072,0.0072,0.0098,0.0068,0.0074,0.0072,0.006699999999999999,0.0069,0.007600000000000001,0.0043,0.0038000000000000004,0.0056,0.0056,0.0012,0.0,0.0
0.0054,0.0071,0.0063,0.006200000000000001,0.0063999999999999994,0.0069,0.0054,0.0085,0.0066,0.0064,0.0058,0.0060999999999999995,0.0063,0.0031999999999999997,0.0036,0.0023,0.0003,0.0,0.0
0.0061,0.0063,0.0057,0.0037,0.0054,0.004399999999999999,0.0056,0.005,0.006,0.0060999999999999995,0.0027,0.0057,0.0057,0.0042,0.0027,0.0028,0.0,0.0,0.0
0.0048000000000000004,0.004399999999999999,0.0058,0.0043,0.005,0.0024000000000000002,0.0031999999999999997,0.0051,0.0060999999999999995,0.0067,0.0034999999999999996,0.0033,0.0039,0.004,0.0029,0.0007,0.0003,0.0,0.0
0.0063,0.0026,0.0058,0.0046,0.0039,0.0036,0.0055,0.0028,0.0034000000000000002,0.0048,0.0042,0.0036,0.0037,0.0032,0.0037,0.0046,0.0033,0.0,0.0
0.0024,0.0015999999999999999,0.3624,0.0025,0.0031999999999999997,0.004,0.0034999999999999996,0.004,0.0043,0.0033,0.0038,0.0021000000000000003,0.0033,0.003,0.0013,0.0014,0.0,0.0005,0.0
0.0025,0.0035,0.0012,0.0018999999999999998,0.0037,0.0029,0.003,0.0018,0.004,0.0033,0.0023,0.0015999999999999999,0.0035,0.0029,0.0018,0.0013,0.0,0.0373,0.0
0.0034,0.003,0.0029,0.0047,0.0034,0.0033,0.0033,0.0024000000000000002,0.0034999999999999996,0.0039,0.0018999999999999998,0.0024,0.0031,0.0004,0.0016,0.0,0.0,0.0006,0.0
0.0005,0.002,0.0025,0.0018999999999999998,0.0017,0.0028,0.004699999999999999,0.0046,0.0028,0.0021999999999999997,0.0018999999999999998,0.0012000000000000001,0.0028,0.0,0.0012,0.0,0.0,0.039,0.0
0.0036,0.0018999999999999998,0.0022,0.0016,0.0025,0.0038000000000000004,0.0047,0.0031,0.0025,0.0023,0.0015,0.0001,0.0015,0.0,0.0004,0.0,0.0,0.0,0.0
0.0013,0.0039,0.0026,0.002,0.0024000000000000002,0.0017,0.004699999999999999,0.0025,0.0028,0.0015,0.0002,0.0013,0.0018,0.0,0.0011,0.0,0.0,0.0,0.0
0.0039,0.0009,0.0015,0.0021999999999999997,0.0001,0.0029,0.0015,0.0021,0.0023,0.0017,0.0015,0.0022,0.0013,0.0004,0.0,0.0,0.0,0.0,0.0
0.0015,0.0007,0.0026,0.0047,0.002,0.0031,0.0022,0.0021000000000000003,0.0009000000000000001,0.0024000000000000002,0.0023,0.0007,0.0018,0.0007,0.0,0.0003,0.0,0.0,0.0
0.0027,0.0021,0.0014,0.0014,0.002,0.0011,0.0042,0.0023,0.0019,0.0036,0.0014,0.0007,0.0008,0.0,0.0,0.0028,0.0,0.0,0.0
0.0035,0.0015,0.0029,0.0029,0.0012000000000000001,0.0017000000000000001,0.0026,0.0014,0.002,0.0026,0.0018,0.0015,0.0012,0.0005,0.0,0.0006,0.0,0.0,0.0
0.0021,0.0005,0.0017,0.0025,0.0040999999999999995,0.0009,0.0029,0.0014,0.0008,0.0029,0.0018,0.0007999999999999999,0.0031,0.0009,0.0,0.0034,0.0,0.0,0.0
0.0011,0.0036999999999999997,0.0023,0.0040999999999999995,0.0002,0.0018,0.0006,0.0018999999999999998,0.0013,0.0023,0.0007999999999999999,0.0015,0.0013,0.0,0.001,0.0,0.0,0.0,0.0
0.0023,0.0012,0.0012000000000000001,0.0016,0.0021000000000000003,0.0018,0.0034000000000000002,0.0,0.0011,0.0007,0.003,0.0019,0.0017,0.0004,0.0024,0.0,0.0,0.0,0.0
0.0006000000000000001,0.003,0.0012000000000000001,0.0011,0.0018,0.0006,0.0009,0.001,0.0001,0.002,0.0013,0.001,0.0013,0.001,0.0021,0.0006,0.0,0.0,0.0
0.0006,0.0007999999999999999,0.0012000000000000001,0.0,0.0015,0.0028,0.0018,0.0018,0.0018999999999999998,0.0014,0.0005,0.0005,0.0006,0.0,0.0027,0.0032,0.0,0.0,0.0
0.0007,0.002,0.0001,0.0017,0.0012,0.0037,0.0015,0.0009,0.0015,0.0009,0.0013,0.0012,0.0017000000000000001,0.0,0.0039,0.0,0.0,0.0,0.0
0.0007,0.002,0.0006,0.002,0.0,0.0035,0.0011,0.0016,0.001,0.0008,0.0017,0.0003,0.0023,0.0006,0.0,0.0,0.0,0.0,0.0
