0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
0.0012000000000000001,0.0009,0.0012,0.0014999999999999998,0.0015,0.0013,0.0016,0.003,0.0042,0.0049,0.008400000000000001,0.0113,0.0211,0.0174,0.0469,0.025500000000000002,0.0157,0.012,0.0075
0.0025,0.0021999999999999997,0.003,0.0031000000000000003,0.0026,0.0033,0.0045000000000000005,0.0077,0.009899999999999999,0.010700000000000001,0.0203,0.0275,0.0387,0.05840000000000001,0.0559,0.036699999999999997,0.023899999999999998,0.0157,0.0175
0.0042,0.0043,0.0048000000000000004,0.005,0.0049,0.007,0.0103,0.0117,0.017599999999999998,0.023100000000000002,0.0361,0.0441,0.045899999999999996,0.1073,0.0624,0.0385,0.0299,0.022600000000000002,0.018099999999999998
0.0066,0.0045000000000000005,0.0052,0.0068000000000000005,0.008199999999999999,0.0102,0.0129,0.0175,0.0216,0.035699999999999996,0.0516,0.0808,0.0405,0.09559999999999999,0.06,0.04,0.0292,0.024300000000000002,0.0232
0.0072,0.0075,0.0085,0.0085,0.0093,0.0127,0.019,0.0242,0.0363,0.0472,0.0791,0.07,0.128,0.07780000000000001,0.0552,0.0419,0.0322,0.0233,0.0223
0.0072,0.0094,0.0106,0.010499999999999999,0.011,0.016,0.0271,0.0312,0.0554,0.0622,0.1137,0.0571,0.1182,0.0762,0.051699999999999996,0.038599999999999995,0.0281,0.0232,0.0204
0.011,0.0093,0.0123,0.0164,0.0166,0.0241,0.0286,0.045399999999999996,0.058300000000000005,0.09129999999999999,0.10450000000000001,0.15999999999999998,0.0934,0.07070000000000001,0.0503,0.0371,0.0299,0.0219,0.0183
0.0105,0.0125,0.0127,0.0166,0.0206,0.028200000000000003,0.0427,0.0557,0.0775,0.1184,0.067,0.1351,0.08560000000000001,0.0567,0.0477,0.0312,0.0224,0.0179,0.0179
0.0146,0.0121,0.017,0.0183,0.0232,0.0327,0.044800000000000006,0.06509999999999999,0.09340000000000001,0.17320000000000002,0.18130000000000002,0.1024,0.0722,0.0476,0.0368,0.026099999999999998,0.0223,0.0202,0.014600000000000002
0.013600000000000001,0.0153,0.0155,0.0242,0.0297,0.0436,0.0566,0.09620000000000001,0.12969999999999998,0.0829,0.1406,0.0897,0.058,0.0412,0.0358,0.022699999999999998,0.020999999999999998,0.0161,0.017
